timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777012313523,375,Config #3 request,200,OK,Config #3 users 3-1,text,true,,231,0,1,3,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=3,374,0,0
1777012313523,753,Config #2 request,200,OK,Config #2 users 2-1,text,false,"The operation lasted too long: It took 753 milliseconds, but should not have lasted longer than 740 milliseconds.",231,0,1,3,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=2,753,0,0
1777012313523,949,Config #1 request,200,OK,Config #1 users 1-1,text,false,"The operation lasted too long: It took 949 milliseconds, but should not have lasted longer than 740 milliseconds.",231,0,1,3,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=1,949,0,0
1777012316523,312,Config #3 request,200,OK,Config #3 users 3-1,text,true,,231,0,1,3,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=3,312,0,0
1777012316522,710,Config #2 request,200,OK,Config #2 users 2-1,text,true,,231,0,1,3,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=2,710,0,0
1777012316522,910,Config #1 request,200,OK,Config #1 users 1-1,text,false,"The operation lasted too long: It took 910 milliseconds, but should not have lasted longer than 740 milliseconds.",231,0,1,3,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=1,910,0,0
1777012317733,311,Config #3 request,200,OK,Config #3 users 3-2,text,true,,231,0,2,6,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=3,311,0,0
1777012317731,711,Config #2 request,200,OK,Config #2 users 2-2,text,true,,231,0,2,6,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=2,711,0,0
1777012317725,911,Config #1 request,200,OK,Config #1 users 1-2,text,false,"The operation lasted too long: It took 911 milliseconds, but should not have lasted longer than 740 milliseconds.",231,0,2,6,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=1,911,0,0
1777012319522,315,Config #3 request,200,OK,Config #3 users 3-1,text,true,,231,0,2,6,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=3,315,0,0
1777012319522,714,Config #2 request,200,OK,Config #2 users 2-1,text,true,,231,0,2,6,http://127.0.0.1:8078/?token=518499015&user=-1355216422&config=2,714,0,0
